time (ns GMT),session_id,video_ts_x,format_x,size_x,ssim_index_x,cwnd_x,in_flight_x,min_rtt_x,rtt_x,delivery_rate_x,index_y,expt_id_y,channel_y,event_x,buffer_x,cum_rebuf_x,source_dataset_y,index_x,expt_id_x,channel_x,event_y,buffer_y,cum_rebuf_y,source_dataset_x,index_y,expt_id_y,channel_y,video_ts_y,format_y,size_y,ssim_index_y,cwnd_y,in_flight_y,min_rtt_y,rtt_y,delivery_rate_y,source_dataset_y
1548552788252000000,7DkVMsFihu7LNTE7huMlRq1aX7j0XqEdQyR+O/HibhM=,42992749800,426x240-26,61521,0.806367,14,0,19199,19691,136991,15,255,cbs,startup,12.747,0.021,video_sent_2019-01-26T11_2019-01-27T11,15,255,cbs,startup,12.747,0.021,video_sent_2019-01-26T11_2019-01-27T11,15,255,cbs,42992749800,426x240-26,61521,0.806367,14,0,19199,19691,136991,video_sent_2019-01-26T11_2019-01-27T11
1548552788329000000,7DkVMsFihu7LNTE7huMlRq1aX7j0XqEdQyR+O/HibhM=,42992929980,1920x1080-22,1774010,0.967946,58,0,19156,22389,1700171,15,255,cbs,startup,12.747,0.021,video_sent_2019-01-26T11_2019-01-27T11,15,255,cbs,startup,12.747,0.021,video_sent_2019-01-26T11_2019-01-27T11,15,255,cbs,42992929980,1920x1080-22,1774010,0.967946,58,0,19156,22389,1700171,video_sent_2019-01-26T11_2019-01-27T11
1548552788410000000,PKpqxk8zGxu6C73DSy7te2Jkz2sSxWx2FHOeiRmTk9Y=,42992749800,426x240-26,17700,0.956511,14,0,38877,39735,74110,24,255,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,24,255,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,24,255,pbs,42992749800,426x240-26,17700,0.956511,14,0,38877,39735,74110,video_sent_2019-01-26T11_2019-01-27T11
1548552788426000000,R2iTMG3k5WhSHH93I1OuaPFw29mSekCNr1wf85XFO9A=,42996173220,426x240-26,51658,0.900329,14,0,68037,70213,39894,4,255,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,42996173220,426x240-26,51658,0.900329,14,0,68037,70213,39894,video_sent_2019-01-26T11_2019-01-27T11
1548552788466000000,eRi05VvlyNAMLjY3RF8n96KtW24E9jxPciEM1hsKxXo=,42996173220,426x240-26,51658,0.900329,14,0,40419,43724,54657,4,255,abc,startup,12.899,0.025,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,startup,12.899,0.025,video_sent_2019-01-26T11_2019-01-27T11,3,255,abc,42996173220,426x240-26,51658,0.900329,14,0,40419,43724,54657,video_sent_2019-01-26T11_2019-01-27T11
1548552788527000000,PKpqxk8zGxu6C73DSy7te2Jkz2sSxWx2FHOeiRmTk9Y=,42992929980,1920x1080-24,399640,0.988234,28,0,38877,39360,477960,24,255,pbs,timer,13.033,0.026,video_sent_2019-01-26T11_2019-01-27T11,24,255,pbs,timer,13.033,0.026,video_sent_2019-01-26T11_2019-01-27T11,24,255,pbs,42992929980,1920x1080-24,399640,0.988234,28,0,38877,39360,477960,video_sent_2019-01-26T11_2019-01-27T11
1548552788546000000,TONN+oTjK4iMneVe/2gzS8U/+5DxhLXUNsj7e9bt/hQ=,42992569620,1280x720-26,96210,0.969387,14,0,311,5025,8619047,3,255,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,3,255,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,3,255,cbs,42992569620,1280x720-26,96210,0.969387,14,0,311,5025,8619047,video_sent_2019-01-26T11_2019-01-27T11
1548552788555000000,TONN+oTjK4iMneVe/2gzS8U/+5DxhLXUNsj7e9bt/hQ=,42992749800,1920x1080-22,2055678,0.967786,83,0,311,1545,80147601,3,255,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,3,255,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,3,255,cbs,42992749800,1920x1080-22,2055678,0.967786,83,0,311,1545,80147601,video_sent_2019-01-26T11_2019-01-27T11
1548552788588000000,eRi05VvlyNAMLjY3RF8n96KtW24E9jxPciEM1hsKxXo=,42996353400,1280x720-20,686763,0.984321,53,0,29850,37849,749027,4,255,abc,startup,12.899,0.025,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,startup,12.899,0.025,video_sent_2019-01-26T11_2019-01-27T11,3,255,abc,42996353400,1280x720-20,686763,0.984321,53,0,29850,37849,749027,video_sent_2019-01-26T11_2019-01-27T11
1548552788665000000,R2iTMG3k5WhSHH93I1OuaPFw29mSekCNr1wf85XFO9A=,42996353400,1280x720-20,686763,0.984321,50,0,63580,67403,365410,4,255,abc,timer,12.907,0.047,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,timer,12.907,0.047,video_sent_2019-01-26T11_2019-01-27T11,4,255,abc,42996353400,1280x720-20,686763,0.984321,50,0,63580,67403,365410,video_sent_2019-01-26T11_2019-01-27T11
