time (ns GMT),session_id,video_ts_x,format_x,size_x,ssim_index_x,cwnd_x,in_flight_x,min_rtt_x,rtt_x,delivery_rate_x,index_y,expt_id_y,channel_y,event_x,buffer_x,cum_rebuf_x,source_dataset_y,index_x,expt_id_x,channel_x,event_y,buffer_y,cum_rebuf_y,source_dataset_x,index_y,expt_id_y,channel_y,video_ts_y,format_y,size_y,ssim_index_y,cwnd_y,in_flight_y,min_rtt_y,rtt_y,delivery_rate_y,source_dataset_y
1548571662700000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44691306660,854x480-24,80386,0.974517,14,0,10987,12719,217482,2,282,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44691306660,854x480-24,80386,0.974517,14,0,10987,12719,217482,video_sent_2019-01-26T11_2019-01-27T11
1548571662768000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44691486840,1280x720-22,215395,0.982167,84,0,7707,12625,3518723,2,282,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44691486840,1280x720-22,215395,0.982167,84,0,7707,12625,3518723,video_sent_2019-01-26T11_2019-01-27T11
1548571663910000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692027380,426x240-26,62247,0.878028,14,0,63360,64788,43273,51,282,fox,startup,11.92,0.001,video_sent_2019-01-26T11_2019-01-27T11,51,282,fox,startup,11.92,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692027380,426x240-26,62247,0.878028,14,0,63360,64788,43273,video_sent_2019-01-26T11_2019-01-27T11
1548571663985000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44691667020,1920x1080-22,914294,0.982769,173,0,7707,13466,5162210,2,282,cbs,timer,14.863,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.863,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44691667020,1920x1080-22,914294,0.982769,173,0,7707,13466,5162210,video_sent_2019-01-26T11_2019-01-27T11
1548571664121000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692207560,1280x720-20,1878410,0.979495,62,26,61714,65508,650923,50,282,fox,timer,11.67,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,11.67,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692207560,1280x720-20,1878410,0.979495,62,26,61714,65508,650923,video_sent_2019-01-26T11_2019-01-27T11
1548571664811000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692387740,1280x720-20,2289550,0.980596,936,0,61714,83294,2617335,50,282,fox,timer,14.926,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.926,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692387740,1280x720-20,2289550,0.980596,936,0,61714,83294,2617335,video_sent_2019-01-26T11_2019-01-27T11
1548571665960000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44691847200,1920x1080-22,1130116,0.982809,152,0,7707,37608,1562543,2,282,cbs,timer,14.895,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.895,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44691847200,1920x1080-22,1130116,0.982809,152,0,7707,37608,1562543,video_sent_2019-01-26T11_2019-01-27T11
1548571666787000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692567920,1280x720-22,1353269,0.977685,736,0,61714,70375,469513,50,282,fox,timer,14.925,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.925,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692567920,1280x720-22,1353269,0.977685,736,0,61714,70375,469513,video_sent_2019-01-26T11_2019-01-27T11
1548571668065000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44692027380,1920x1080-22,587985,0.982148,164,0,7707,23362,7024602,2,282,cbs,timer,14.786,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.786,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44692027380,1920x1080-22,587985,0.982148,164,0,7707,23362,7024602,video_sent_2019-01-26T11_2019-01-27T11
1548571668787000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692748100,1280x720-20,1731587,0.975586,738,0,61714,88043,7843868,50,282,fox,timer,14.934,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.934,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692748100,1280x720-20,1731587,0.975586,738,0,61714,88043,7843868,video_sent_2019-01-26T11_2019-01-27T11
1548571670064000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44692207560,1920x1080-22,1010221,0.982119,164,0,7707,23490,6673069,2,282,cbs,timer,14.791,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.791,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44692207560,1920x1080-22,1010221,0.982119,164,0,7707,23490,6673069,video_sent_2019-01-26T11_2019-01-27T11
1548571670788000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44692928280,1280x720-20,1584369,0.982698,744,0,61714,79913,2904589,50,282,fox,timer,14.928,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.928,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44692928280,1280x720-20,1584369,0.982698,744,0,61714,79913,2904589,video_sent_2019-01-26T11_2019-01-27T11
1548571672066000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44692387740,1920x1080-22,949598,0.982113,130,0,7707,24091,5833623,2,282,cbs,timer,14.793,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.793,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44692387740,1920x1080-22,949598,0.982113,130,0,7707,24091,5833623,video_sent_2019-01-26T11_2019-01-27T11
1548571672796000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44693108460,1280x720-20,940080,0.985282,754,0,61714,69866,8530696,50,282,fox,timer,14.929,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.929,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44693108460,1280x720-20,940080,0.985282,754,0,61714,69866,8530696,video_sent_2019-01-26T11_2019-01-27T11
1548571674062000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44692567920,1920x1080-22,494329,0.976411,134,0,7707,24000,6986204,2,282,cbs,timer,14.795,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.795,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44692567920,1920x1080-22,494329,0.976411,134,0,7707,24000,6986204,video_sent_2019-01-26T11_2019-01-27T11
1548571674786000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44693288640,1280x720-20,965046,0.985798,756,0,61714,78464,7923797,50,282,fox,timer,14.932,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.932,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44693288640,1280x720-20,965046,0.985798,756,0,61714,78464,7923797,video_sent_2019-01-26T11_2019-01-27T11
1548571676071000000,zPWUFs69lXEtG6QXVpAbu0CZXOQNxSYBsqv2JBRIBvA=,44692748100,1280x720-20,491472,0.977777,128,0,7707,23344,3992883,2,282,cbs,timer,14.797,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,timer,14.797,0.425,video_sent_2019-01-26T11_2019-01-27T11,2,282,cbs,44692748100,1280x720-20,491472,0.977777,128,0,7707,23344,3992883,video_sent_2019-01-26T11_2019-01-27T11
1548571676786000000,ILy5z68umbzuyDGQHCcZnl+OEJFWkBNpCCOlTUA4Dfw=,44693468820,1280x720-22,745197,0.984211,782,0,61714,73786,8132446,50,282,fox,timer,14.935,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,timer,14.935,0.001,video_sent_2019-01-26T11_2019-01-27T11,50,282,fox,44693468820,1280x720-22,745197,0.984211,782,0,61714,73786,8132446,video_sent_2019-01-26T11_2019-01-27T11
