time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548571667410000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44691667020,426x240-26,101697,0.847407,14,0,45409,78658,33707,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548571667720000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44691847200,1280x720-24,568630,0.972122,59,30,44122,60567,549865,video_sent_2019-01-26T11_2019-01-27T11,7,285,fox,startup,7.31,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571668446000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692027380,1280x720-22,776465,0.977439,98,0,43924,73492,740853,video_sent_2019-01-26T11_2019-01-27T11,7,285,fox,startup,7.31,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571669447000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692207560,1280x720-22,1408415,0.974553,100,23,43924,83961,753073,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,10.314,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571671393000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692387740,1280x720-22,1720942,0.975753,56,0,43924,77376,714977,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,10.315,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571673873000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692567920,1280x720-22,1353269,0.977685,56,25,43867,85615,673033,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,9.319,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571675773000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692748100,1280x720-22,1227320,0.970586,64,0,43867,48282,823250,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,9.32,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571677551000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44692928280,1280x720-22,1195362,0.978779,56,0,43867,89089,674977,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,9.322,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571679300000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44693108460,1280x720-22,687936,0.982028,54,23,43867,49743,652350,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,10.324,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571680361000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44693288640,1280x720-22,717976,0.982829,60,0,43867,89611,679431,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,11.326,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571681457000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44693468820,1280x720-22,745197,0.984211,56,36,43867,66338,765750,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,12.327,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571682611000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44693649000,1280x720-20,1376659,0.982196,74,0,43867,45010,944391,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,12.331,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571684237000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44693829180,1280x720-20,1576442,0.978811,66,0,43867,53757,200240,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.332,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571686503000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694009360,1280x720-20,1600695,0.978382,100,0,43867,56741,1053506,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,14.337,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571688082000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694189540,1280x720-20,1938513,0.977416,78,0,43867,61081,63146,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.337,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571690000000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694369720,1280x720-20,2013253,0.978823,74,46,43867,51757,899315,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.338,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571692003000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694549900,1280x720-20,1880124,0.97495,82,0,43867,48215,940739,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.339,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571694055000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694730080,1280x720-20,1738251,0.975541,72,44,43867,68235,857791,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.342,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571695959000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44694910260,1280x720-20,1760499,0.976436,100,0,43867,47015,934727,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,13.344,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571698492000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44695090440,1280x720-20,608896,0.983022,100,0,43867,46140,1360275,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,14.347,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571700501000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44695270620,1280x720-20,493074,0.98213,88,0,43867,47709,1162105,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,14.35,0.101,video_sent_2019-01-26T11_2019-01-27T11
1548571702506000000,VQephY8Nx7FB9dGfSIwk80EkkVJSBrJc6cpKN9RYl7U=,6,285,fox,44695450800,1280x720-20,574789,0.9824,86,0,43867,55778,1124037,video_sent_2019-01-26T11_2019-01-27T11,6,285,fox,timer,14.351,0.101,video_sent_2019-01-26T11_2019-01-27T11
