time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548552792719000000,gHZDf9G+VrRHGYGix/MbV4ISP6uH4GoaaJAr8pS41F8=,5,258,abc,42997074120,426x240-26,75166,0.940059,14,0,8410,12608,132515,video_sent_2019-01-26T11_2019-01-27T11,5,258,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548552792993000000,btkho1+9xp2yQDlbvmLWYD6aPRhxmBHQDX6fz072rxU=,4,258,fox,42993830880,426x240-26,137214,0.837744,14,0,63215,67864,44535,video_sent_2019-01-26T11_2019-01-27T11,4,258,fox,startup,16.173,0.03,video_sent_2019-01-26T11_2019-01-27T11
1548552793905000000,Po7ppiZasgYeNzaKTDTmC5swVHH2lGjWtyXdjHaZby0=,4,258,abc,42996713760,426x240-26,46118,0.937458,14,0,72089,73051,40497,video_sent_2019-01-26T11_2019-01-27T11,4,258,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548552793967000000,Tk1t8IsNMRbAsyfOdHJWkoLWG8hbfGxL+nFxB64Hvos=,4,258,cbs,42991488540,426x240-26,34949,0.905457,14,0,10408,11258,240527,video_sent_2019-01-26T11_2019-01-27T11,4,258,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548552793984000000,ldYEAi7lWvkrMg23/05ve2NzjYe95uLMbZ1ttGxMGYQ=,16,258,nbc,42994011060,426x240-26,38160,0.914633,14,0,67478,68563,43273,video_sent_2019-01-26T11_2019-01-27T11,16,258,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548552794016000000,u6oPTyb9copR7Buqvetl8/KNXHUX+PSPQrixfmIdqhk=,8,258,pbs,42993290340,426x240-26,19197,0.954499,14,0,74987,76289,37579,video_sent_2019-01-26T11_2019-01-27T11,8,258,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548552794253000000,QHH7aOwg17g7hR4dC2kJb4T4A9nhvtaoFTEP9aCKNIk=,6,258,abc,42996713760,426x240-26,46118,0.937458,14,0,98738,101995,28651,video_sent_2019-01-26T11_2019-01-27T11,6,258,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
