time (ns GMT),session_id,video_ts_x,format_x,size_x,ssim_index_x,cwnd_x,in_flight_x,min_rtt_x,rtt_x,delivery_rate_x,index_y,expt_id_y,channel_y,event_x,buffer_x,cum_rebuf_x,source_dataset_y,index_x,expt_id_x,channel_x,event_y,buffer_y,cum_rebuf_y,source_dataset_x,index_y,expt_id_y,channel_y,video_ts_y,format_y,size_y,ssim_index_y,cwnd_y,in_flight_y,min_rtt_y,rtt_y,delivery_rate_y,source_dataset_y
1548552819579000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42997254300,426x240-26,80630,0.931612,14,0,81896,83882,34245,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42997254300,426x240-26,80630,0.931612,14,0,81896,83882,34245,video_sent_2019-01-26T11_2019-01-27T11
1548552819818000000,/IOGDVbPtqoiWl+VUULGFjpkwYJUSFupZDgSW9lK8NI=,42997074120,426x240-26,75166,0.940059,14,0,70225,80561,41580,8,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,8,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,8,265,abc,42997074120,426x240-26,75166,0.940059,14,0,70225,80561,41580,video_sent_2019-01-26T11_2019-01-27T11
1548552819825000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42997434480,426x240-26,88800,0.922179,71,0,69318,75987,623697,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42997434480,426x240-26,88800,0.922179,71,0,69318,75987,623697,video_sent_2019-01-26T11_2019-01-27T11
1548552820013000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42997614660,426x240-26,78597,0.940779,127,0,68783,101831,947120,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42997614660,426x240-26,78597,0.940779,127,0,68783,101831,947120,video_sent_2019-01-26T11_2019-01-27T11
1548552820116000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42997794840,854x480-26,219905,0.962462,139,0,64372,83499,947120,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42997794840,854x480-26,219905,0.962462,139,0,64372,83499,947120,video_sent_2019-01-26T11_2019-01-27T11
1548552820272000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42997975020,854x480-22,516199,0.959081,222,5,64372,72978,2615095,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42997975020,854x480-22,516199,0.959081,222,5,64372,72978,2615095,video_sent_2019-01-26T11_2019-01-27T11
1548552820521000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42998155200,1280x720-24,515555,0.968604,410,0,64372,77622,2866257,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42998155200,1280x720-24,515555,0.968604,410,0,64372,77622,2866257,video_sent_2019-01-26T11_2019-01-27T11
1548552820717000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42998335380,1280x720-24,396652,0.969519,448,26,64372,75337,3338357,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42998335380,1280x720-24,396652,0.969519,448,26,64372,75337,3338357,video_sent_2019-01-26T11_2019-01-27T11
1548552820813000000,/IOGDVbPtqoiWl+VUULGFjpkwYJUSFupZDgSW9lK8NI=,42997254300,426x240-26,80630,0.931612,18,0,70134,135513,81264,8,265,abc,timer,0.546,0.263,video_sent_2019-01-26T11_2019-01-27T11,8,265,abc,timer,0.546,0.263,video_sent_2019-01-26T11_2019-01-27T11,8,265,abc,42997254300,426x240-26,80630,0.931612,18,0,70134,135513,81264,video_sent_2019-01-26T11_2019-01-27T11
1548552820893000000,gkCnV8ekroU564sdWSES/YIb6aYoPBL+9STt/V5/gVQ=,42998515560,1280x720-22,665810,0.974477,448,0,64372,77769,2208693,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,16,265,abc,timer,4.365,0.645,video_sent_2019-01-26T11_2019-01-27T11,15,265,abc,42998515560,1280x720-22,665810,0.974477,448,0,64372,77769,2208693,video_sent_2019-01-26T11_2019-01-27T11
