time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548501856157000000,612CkZOiVAIOkGo8w8Xz5ntshLl9qyHCcb6rilPw5JE=,0,238,cbs,38407529160,426x240-26,50746,0.93788,10,0,79276,107907,35562,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548505771214000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38759961240,426x240-26,67881,0.899874,10,0,274640,287342,8347,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548505772720000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38760141420,426x240-26,105159,0.945153,59,0,274640,333824,151212,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,startup,2.002,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505773339000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38760321600,640x360-24,217935,0.881725,63,0,274640,297925,218762,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,1.945,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505774345000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38760501780,640x360-24,227794,0.896518,72,0,274640,306538,241730,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,3.047,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505775345000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38760681960,640x360-24,362098,0.87015,81,0,274550,311180,315259,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,4.049,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505776690000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38760862140,426x240-26,114156,0.856277,96,27,274550,312070,372435,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,4.552,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505777175000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38761042320,426x240-26,81267,0.855055,97,0,274550,395529,341320,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,6.054,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505777685000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38761222500,640x360-24,194421,0.918622,97,30,274550,425861,341320,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,7.556,1.493,video_sent_2019-01-26T11_2019-01-27T11
1548505778645000000,vAlBxJiOV+blnFrj1IrJESd/n+4yONxluUWQCYDSMGM=,0,238,cbs,38761402680,426x240-26,57775,0.867202,70,0,274550,383862,185494,video_sent_2019-01-26T11_2019-01-27T11,0,238,cbs,timer,10.559,1.493,video_sent_2019-01-26T11_2019-01-27T11
