time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548531614937000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41085904860,426x240-26,39946,0.956506,10,0,71971,74716,38581,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531615184000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086085040,640x360-24,79777,0.97244,54,0,71971,75495,411092,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531615340000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086265220,640x360-24,76775,0.968464,108,0,71971,75558,426957,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,startup,2.002,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531615496000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086445400,1920x1080-22,535997,0.989241,108,0,69258,75403,327745,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,4.004,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531615800000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086625580,1920x1080-24,309388,0.987087,439,0,69258,77928,2992582,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,5.919,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531615973000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086805760,1920x1080-24,604791,0.982091,439,6,69258,79918,4023016,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,7.672,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531616248000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41086985940,1920x1080-22,605517,0.989601,105,0,69258,78104,19101,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,9.424,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531616573000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41087166120,1920x1080-22,717322,0.987494,149,0,69258,76227,1902416,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,11.176,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531616897000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41087346300,1920x1080-22,631049,0.989813,180,0,69258,85914,2811464,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,14.68,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531618645000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,0,251,cbs,41087526480,1920x1080-22,515398,0.990735,211,0,69258,93965,1444725,video_sent_2019-01-26T11_2019-01-27T11,0,251,cbs,timer,14.931,0.278,video_sent_2019-01-26T11_2019-01-27T11
1548531620380000000,A3LB+YnQSyj3NVMUnu8EIhVyf24D/I1BWRt7oKpRxrA=,1,251,nbc,41086805760,1920x1080-22,1794883,0.975216,229,0,69258,88109,3092185,video_sent_2019-01-26T11_2019-01-27T11,1,251,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
