time (ns GMT),session_id,video_ts_x,format_x,size_x,ssim_index_x,cwnd_x,in_flight_x,min_rtt_x,rtt_x,delivery_rate_x,index_y,expt_id_y,channel_y,event_x,buffer_x,cum_rebuf_x,source_dataset_y,index_x,expt_id_x,channel_x,event_y,buffer_y,cum_rebuf_y,source_dataset_x,index_y,expt_id_y,channel_y,video_ts_y,format_y,size_y,ssim_index_y,cwnd_y,in_flight_y,min_rtt_y,rtt_y,delivery_rate_y,source_dataset_y
1548572379573000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728063380,426x240-26,25023,0.977051,10,0,61513,67446,37653,31,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,31,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728063380,426x240-26,25023,0.977051,10,0,61513,67446,37653,video_sent_2019-01-26T11_2019-01-27T11
1548572382566000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728243560,1280x720-22,242367,0.987055,40,0,61513,66386,93552,29,286,pbs,timer,14.859,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,timer,14.859,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728243560,1280x720-22,242367,0.987055,40,0,61513,66386,93552,video_sent_2019-01-26T11_2019-01-27T11
1548572384573000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728423740,1920x1080-22,913816,0.986864,126,0,59540,68230,1259248,29,286,pbs,timer,14.855,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,timer,14.855,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728423740,1920x1080-22,913816,0.986864,126,0,59540,68230,1259248,video_sent_2019-01-26T11_2019-01-27T11
1548572386835000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728603920,1920x1080-22,477214,0.987457,155,0,55378,69919,1998033,29,286,pbs,timer,14.831,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,timer,14.831,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728603920,1920x1080-22,477214,0.987457,155,0,55378,69919,1998033,video_sent_2019-01-26T11_2019-01-27T11
1548572388831000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728784100,1920x1080-24,561275,0.989848,172,0,55378,70741,3546665,29,286,pbs,timer,14.839,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,timer,14.839,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728784100,1920x1080-24,561275,0.989848,172,0,55378,70741,3546665,video_sent_2019-01-26T11_2019-01-27T11
1548572390837000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44728964280,1280x720-22,239839,0.989854,180,0,55378,71286,3219525,29,286,pbs,timer,14.834,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,timer,14.834,0,video_sent_2019-01-26T11_2019-01-27T11,29,286,pbs,44728964280,1280x720-22,239839,0.989854,180,0,55378,71286,3219525,video_sent_2019-01-26T11_2019-01-27T11
1548572393673000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44756171460,640x360-24,129686,0.977241,180,0,55378,80255,3219525,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,32,286,pbs,44756171460,640x360-24,129686,0.977241,180,0,55378,80255,3219525,video_sent_2019-01-26T11_2019-01-27T11
1548572393811000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44756351640,1920x1080-24,746215,0.987821,180,0,55378,76008,3219525,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,32,286,pbs,44756351640,1920x1080-24,746215,0.987821,180,0,55378,76008,3219525,video_sent_2019-01-26T11_2019-01-27T11
1548572394062000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44756531820,1920x1080-22,1168639,0.98765,180,0,55378,69190,3014088,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,33,286,pbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,32,286,pbs,44756531820,1920x1080-22,1168639,0.98765,180,0,55378,69190,3014088,video_sent_2019-01-26T11_2019-01-27T11
1548572394557000000,3iFXJNdv/Fp0N9GJ2awpR9q1/OgZKgeXtkBOLbTcdW8=,44756712000,1920x1080-22,1290791,0.985002,136,0,55378,72065,2087115,32,286,pbs,timer,3.899,0.326,video_sent_2019-01-26T11_2019-01-27T11,32,286,pbs,timer,3.899,0.326,video_sent_2019-01-26T11_2019-01-27T11,32,286,pbs,44756712000,1920x1080-22,1290791,0.985002,136,0,55378,72065,2087115,video_sent_2019-01-26T11_2019-01-27T11
