time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548501897897000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38411493120,426x240-26,26573,0.884798,14,0,79369,81834,35245,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548501898161000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38411673300,1280x720-26,113074,0.973136,41,0,79369,110035,211943,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,startup,2.002,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501898428000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38411853480,1920x1080-24,372951,0.984808,116,1,78637,81039,875484,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,2.002,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501898717000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412033660,1920x1080-22,481082,0.987136,313,0,78637,109787,1976774,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,3.805,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501899109000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412213840,1920x1080-22,427106,0.987191,329,0,78637,125498,1583185,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,5.308,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501899467000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412394020,1920x1080-22,530835,0.985044,224,0,78637,102629,1505625,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,7.061,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501899851000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412574200,1920x1080-22,577229,0.979538,226,0,78637,111847,1916177,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,8.563,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501900279000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412754380,1920x1080-22,552208,0.979337,230,0,78637,98069,1959623,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,10.606,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501900652000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38412934560,1920x1080-22,562610,0.979611,240,0,78637,98135,2049305,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,11.812,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501901513000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38413114740,1920x1080-22,594823,0.979545,240,0,78637,105083,160132,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,14.822,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501903493000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38413294920,1920x1080-22,656418,0.979258,248,0,78637,114142,871287,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,14.827,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501905493000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38413475100,1920x1080-22,631043,0.979341,252,0,78637,93936,640445,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,14.83,0.265,video_sent_2019-01-26T11_2019-01-27T11
1548501907494000000,lrsDvUHagq2H3CUxAFvtOFUQEzTyCFfXgt0BYeby0H0=,0,235,cbs,38413655280,1920x1080-22,579173,0.979593,262,0,78637,105570,1494374,video_sent_2019-01-26T11_2019-01-27T11,0,235,cbs,timer,14.837,0.265,video_sent_2019-01-26T11_2019-01-27T11
