time (ns GMT),session_id,video_ts_x,format_x,size_x,ssim_index_x,cwnd_x,in_flight_x,min_rtt_x,rtt_x,delivery_rate_x,index_y,expt_id_y,channel_y,event_x,buffer_x,cum_rebuf_x,source_dataset_y,index_x,expt_id_x,channel_x,event_y,buffer_y,cum_rebuf_y,source_dataset_x,index_y,expt_id_y,channel_y,video_ts_y,format_y,size_y,ssim_index_y,cwnd_y,in_flight_y,min_rtt_y,rtt_y,delivery_rate_y,source_dataset_y
1548552792952000000,ZLpQONpwzhKYlzvfdbLns3+cWrDCkw5Pr+JBqkB6svA=,42995812860,426x240-26,78954,0.923474,14,0,16100,23424,139779,13,262,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,13,262,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,13,262,abc,42995812860,426x240-26,78954,0.923474,14,0,16100,23424,139779,video_sent_2019-01-26T11_2019-01-27T11
1548552844188000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43000137180,426x240-26,110249,0.829418,14,0,83045,85414,33089,0,262,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43000137180,426x240-26,110249,0.829418,14,0,83045,85414,33089,video_sent_2019-01-26T11_2019-01-27T11
1548552844653000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43000317360,854x480-24,368397,0.922106,107,0,80331,84480,785216,0,262,abc,startup,1.991,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,startup,1.991,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43000317360,854x480-24,368397,0.922106,107,0,80331,84480,785216,video_sent_2019-01-26T11_2019-01-27T11
1548552844932000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43000497540,426x240-26,98757,0.833024,338,0,77787,85351,2607995,0,262,abc,timer,1.844,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,1.844,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43000497540,426x240-26,98757,0.833024,338,0,77787,85351,2607995,video_sent_2019-01-26T11_2019-01-27T11
1548552845114000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43000677720,1280x720-24,574383,0.973825,408,0,77787,85884,2607995,0,262,abc,timer,3.596,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,3.596,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43000677720,1280x720-24,574383,0.973825,408,0,77787,85884,2607995,video_sent_2019-01-26T11_2019-01-27T11
1548552845382000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43000857900,1280x720-24,476657,0.979534,549,0,77787,89770,3526883,0,262,abc,timer,5.348,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,5.348,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43000857900,1280x720-24,476657,0.979534,549,0,77787,89770,3526883,video_sent_2019-01-26T11_2019-01-27T11
1548552845641000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43001038080,1280x720-22,564968,0.982554,580,0,77787,88344,3572537,0,262,abc,timer,9.102,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,9.102,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43001038080,1280x720-22,564968,0.982554,580,0,77787,88344,3572537,video_sent_2019-01-26T11_2019-01-27T11
1548552845896000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43001218260,1280x720-20,726521,0.984733,630,0,77787,92721,5756845,0,262,abc,timer,8.852,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,8.852,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43001218260,1280x720-20,726521,0.984733,630,0,77787,92721,5756845,video_sent_2019-01-26T11_2019-01-27T11
1548552846082000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43001398440,1280x720-20,826371,0.985317,1015,13,77787,106723,8630405,0,262,abc,timer,10.604,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,10.604,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43001398440,1280x720-20,826371,0.985317,1015,13,77787,106723,8630405,video_sent_2019-01-26T11_2019-01-27T11
1548552846479000000,7gOLRFgYyW5DEcZeE18+yHDK7S5XhSItjLECaIGsQxc=,43001578620,1280x720-20,725479,0.985931,1395,0,77787,86524,1451877,0,262,abc,timer,12.356,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,timer,12.356,0.413,video_sent_2019-01-26T11_2019-01-27T11,0,262,abc,43001578620,1280x720-20,725479,0.985931,1395,0,77787,86524,1451877,video_sent_2019-01-26T11_2019-01-27T11
