time (ns GMT),session_id,index_x,expt_id_x,channel_x,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,source_dataset_x,index_y,expt_id_y,channel_y,event,buffer,cum_rebuf,source_dataset_y
1548531626648000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41087346300,426x240-26,51583,0.885953,14,0,310,5104,7406649,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531626655000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41087526480,1920x1080-22,1523977,0.974325,67,15,310,1874,82301953,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531626680000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41087706660,1920x1080-22,1360684,0.974087,190,0,310,1375,23853569,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531626700000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41087886840,1920x1080-22,1176359,0.973778,136,0,310,982,36670773,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531626717000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41088067020,1920x1080-22,1264990,0.975035,136,0,310,1443,110110363,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531626734000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41088247200,1920x1080-22,1543553,0.976757,136,0,310,1484,98622533,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531626757000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41088427380,1920x1080-22,1672253,0.978125,136,0,310,1453,90035897,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531626782000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41088607560,1920x1080-22,1596726,0.973274,136,0,310,1468,96192827,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531627826000000,dbjgk0CLlq4qF8mCvRELZIBtmD/Z7FxbWFF3h5iQkUk=,0,250,nbc,41088787740,1920x1080-22,1423835,0.975087,136,0,310,1432,100912557,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,timer,14.887,0.049,video_sent_2019-01-26T11_2019-01-27T11
1548531634205000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088067020,426x240-26,58688,0.893334,14,0,282,5553,7869565,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531634221000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088247200,1280x720-20,872619,0.973313,72,0,282,1835,59159533,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531634257000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088427380,1280x720-20,904585,0.974863,136,0,282,438,66320610,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531634273000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088607560,1920x1080-22,1596726,0.973274,136,0,282,1338,100926267,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531634298000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088787740,1920x1080-22,1423835,0.975087,136,0,282,1426,105686221,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531634322000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41088967920,1920x1080-22,1614337,0.97567,136,0,282,1327,90827503,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,startup,2.002,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531634355000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41089148100,1920x1080-22,1712505,0.975758,136,0,282,1397,99281812,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,timer,9.97,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531634381000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41089328280,1920x1080-22,1794857,0.975159,136,0,282,1425,112501253,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,timer,9.97,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531635353000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41089508460,1920x1080-24,1145211,0.977969,136,0,282,2440,16342773,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,timer,14.969,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531637349000000,p8z2gum3qLd7oLHqqtdBguSQ7tT8DSvv9sBe/F1zGPg=,0,250,nbc,41089688640,1920x1080-22,1657106,0.978709,136,0,282,1421,90448137,video_sent_2019-01-26T11_2019-01-27T11,0,250,nbc,timer,14.975,0.066,video_sent_2019-01-26T11_2019-01-27T11
1548531726725000000,4bJTcAm4JOeMb6PpR4m3UkGuYzVxaoMKvTvMCufJE38=,0,250,cbs,41095634580,426x240-26,126565,0.739195,14,0,77491,82723,37109,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548531847517000000,RR3dDo/mA82za/A0/os4T6Ec3ysbluWGK57u2M/IE2Q=,8,250,pbs,41080319280,426x240-26,32733,0.920119,14,0,31557,32737,91997,video_sent_2019-01-26T11_2019-01-27T11,8,250,pbs,startup,15.926,0.022,video_sent_2019-01-26T11_2019-01-27T11
1548531850818000000,RR3dDo/mA82za/A0/os4T6Ec3ysbluWGK57u2M/IE2Q=,8,250,pbs,41080499460,1920x1080-22,600223,0.985782,36,0,28432,33376,179361,video_sent_2019-01-26T11_2019-01-27T11,8,250,pbs,timer,14.827,0.022,video_sent_2019-01-26T11_2019-01-27T11
1548532164629000000,MQe0Jg6huJ2Id/t2T+o3HIepMqL6V+aLq472GPjnr/k=,0,250,cbs,41135274180,426x240-26,46492,0.918338,14,0,80981,85474,35423,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,init,0,0,video_sent_2019-01-26T11_2019-01-27T11
1548532164898000000,MQe0Jg6huJ2Id/t2T+o3HIepMqL6V+aLq472GPjnr/k=,0,250,cbs,41135454360,1280x720-26,214301,0.965736,63,0,75845,81712,454399,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,startup,2.002,0.267,video_sent_2019-01-26T11_2019-01-27T11
1548532165246000000,MQe0Jg6huJ2Id/t2T+o3HIepMqL6V+aLq472GPjnr/k=,0,250,cbs,41135634540,426x240-26,48762,0.916938,133,1,74360,82369,857064,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,timer,2.002,0.267,video_sent_2019-01-26T11_2019-01-27T11
1548532165387000000,MQe0Jg6huJ2Id/t2T+o3HIepMqL6V+aLq472GPjnr/k=,0,250,cbs,41135814720,854x480-26,161305,0.94885,94,0,74360,79992,520515,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,timer,2.002,0.267,video_sent_2019-01-26T11_2019-01-27T11
1548532165649000000,MQe0Jg6huJ2Id/t2T+o3HIepMqL6V+aLq472GPjnr/k=,0,250,cbs,41135994900,854x480-24,200127,0.956233,116,22,74282,77507,1039952,video_sent_2019-01-26T11_2019-01-27T11,0,250,cbs,timer,6.006,0.267,video_sent_2019-01-26T11_2019-01-27T11
